titulo,preco,preco_antigo,marca,tamanho,imagem,url,likes,tag,anomesdia_particao,categoria
escova secadora britania soft 110v,R$ 120,R$ 120,britania,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMTQ0MzI3OC8wMDU1ZDc5NTAyNjBmNWEzM2I0NmE1MjI1ZjBmYjZjZi5qcGc,https://www.enjoei.com.br/p/escova-secadora-britania-soft-110v-144052346?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=29,0,barateou,20260710,eletronicos
celular samsung galaxy j3 preto,R$ 500,R$ 500,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMTQ0MzI3OC8zNWYwNzkwNWFmNzFkYTMyMzM4MzNkZDQzOGU0ZDdhMy5qcGc,https://www.enjoei.com.br/p/celular-samsung-galaxy-j3-preto-143376283?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=30,2,barateou,20260710,eletronicos
midia ps3 god of war ascension,R$ 89,R$ 89,plsytation,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My8yNDdhNWI0ZWZhZjk0ZjI1ZDc0NjExMmNhMTgzYTE4Mi5qcGc,https://www.enjoei.com.br/p/midia-ps3-god-of-war-ascension-145622219?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=1,1,barateou,20260710,eletronicos
midia ps4 star wars battlefront,R$ 98,R$ 98,playstation,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My9kNTgwNTU4ZTA5MWFkMWY2MTgzYzdlNzk1NmE4MzNlZC5qcGc,https://www.enjoei.com.br/p/midia-ps4-star-wars-battlefront-145621716?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=2,0,barateou,20260710,eletronicos
midia xbox whiteout,R$ 99,R$ 99,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My8xMzdhMGI2OGU5MDczMDhiMDk1NWJjODNlZDQ4MWNlNC5qcGc,https://www.enjoei.com.br/p/midia-xbox-whiteout-145620086?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=3,0,barateou,20260710,eletronicos
midia de ps3 castlevania lords of shadow,R$ 87,R$ 87,playstation,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My8xOTI1ZWE5MjNiOTIxNzM3NzBhOTk2ZmE4N2MxZWIxMy5qcGc,https://www.enjoei.com.br/p/midia-de-ps3-castlevania-lords-of-shadow-145611796?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=4,3,barateou,20260710,eletronicos
xbox 360 body and brain connection,R$ 65,R$ 65,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My82Y2Y4MzJhY2ZlMDY3NTM3NmVhMGFlYjA4MTllYmU1ZC5qcGc,https://www.enjoei.com.br/p/xbox-360-body-and-brain-connection-145610726?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=5,1,barateou,20260710,eletronicos
iphone para reaproveitar peças,R$ 320,R$ 320,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTExMzM0MC8xZDRlZTE4YmM4MWEyMmU2NmI1MDU0YmM3ZmZhNDNkNC5qcGc,https://www.enjoei.com.br/p/iphone-para-reaproveitar-pecas-143217745?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=6,2,barateou,20260710,eletronicos
tablet samsung galaxy tab a 32gb não  está funcionando para retiradas de peças,R$ 190,R$ 190,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNjEwMDc2OC9lY2U3MGM1N2ZkOWQ0ZThhYTQwZTA1NjUyMWZkM2YyZC5qcGc,https://www.enjoei.com.br/p/tablet-samsung-galaxy-tab-a-32gb-nao-esta-funcionando-para-retiradas-de-pecas-142209010?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=7,2,barateou,20260710,eletronicos
caixa vazia do iphone 15 acompanha 1 capinha,R$ 85,R$ 85,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMTg5NDI3NS8wMzQ1YjYzMjVmMjg1Zjg2NGE0MmY5ZmFhM2NlNTQ3OS5qcGc,https://www.enjoei.com.br/p/caixa-vazia-do-iphone-15-acompanha-1-capinha-142182673?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=8,1,barateou,20260710,eletronicos
jogo the sims 3 edição de colecionador pc/mac,R$ 170,R$ 170,"ea,",,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMTM2NDc0NS9hMjY5YTE2OGM3NjkyYWJjYjQ1ZDA4MjNmNGFiYWI5MC5qcGc,https://www.enjoei.com.br/p/jogo-the-sims-3-edicao-de-colecionador-pc-mac-139047902?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=9,4,barateou,20260710,eletronicos
lente hanimex praktica 500mm f:8,R$ 877,R$ 877,hanimex,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NzU5MTExLzRmMzA5NjE1MzlmZTY4OGEwYWM3MzI2YTA4ZmI5MTU1LmpwZw,https://www.enjoei.com.br/p/lente-hanimex-praktica-500mm-f-8-145425586?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=10,1,barateou,20260710,eletronicos
câmera kodak instamatic 54x analógica,R$ 137,R$ 137,kodak,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NzU5MTExLzQwNmI3NzdiNzMzMTZkZTAzYjE2Mjg1OTY1ZjE2YTNlLmpwZw,https://www.enjoei.com.br/p/camera-kodak-instamatic-54x-analogica-143800131?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=11,4,barateou,20260710,eletronicos
montblanc augmented paper sartorial azul,R$ 1.570,R$ 1.570,montblanc,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NzU5MTExLzRkN2Q4NzM4NzIzYmYzZTI2NjE3NTliNTI5OGE0YWRlLmpwZw,https://www.enjoei.com.br/p/montblanc-augmented-paper-sartorial-azul-142971842?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=12,6,barateou,20260710,eletronicos
par de radio walkie talkie lehmox bf-777s,R$ 77,R$ 77,lehmox,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NzU5MTExL2ZkNGIxZGRjNzM3MjliZTBkNTJlYmIzOTczZjc2OTkzLmpwZw,https://www.enjoei.com.br/p/par-de-radio-walkie-talkie-lehmox-bf-777s-142912710?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=13,7,barateou,20260710,eletronicos
cabo de força preto,R$ 40,R$ 40,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTcwNDM4OS9jNjMzMGZhOWY0NTA4NmZiNGYzNjE2NzBkZDhjZDM4YS5qcGc,https://www.enjoei.com.br/p/cabo-de-forca-preto-144883996?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=14,0,barateou,20260710,eletronicos
estabilizador force line eternity 300w usado e bem conservado,R$ 139,R$ 139,force line,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTcwNDM4OS8zMTkwOTQ2OTQxNDYyZDVmOTEyOTY1NzgzMmRjNDYyYy5qcGc,https://www.enjoei.com.br/p/estabilizador-force-line-eternity-300w-usado-e-bem-conservado-144882689?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=15,1,barateou,20260710,eletronicos
teclado standard multilaser preto,R$ 40,R$ 40,multilaser.,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTcwNDM4OS81ZmE3OTc4NGZhNDQ5Y2ZhNDNlY2M1ZWQxMDAzNmI3Zi5qcGc,https://www.enjoei.com.br/p/teclado-standard-multilaser-preto-144882443?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=16,0,barateou,20260710,eletronicos
mouse weibo usb cinza e preto,R$ 30,R$ 30,wribe,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTcwNDM4OS8wOTA5YWMxMjY1MmFlMmJjN2ZhNjZlOWNjNzM3MDY5OS5qcGc,https://www.enjoei.com.br/p/mouse-weibo-usb-cinza-e-preto-144882123?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=17,0,barateou,20260710,eletronicos
capinha iphone 14 pro max off white,R$ 25,,cellairis,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84MTM1OTA3L2M0OTRjMDRiYzZmYjYwNjg2ZDM4MDk1YmY2ODRiNGIzLmpwZw,https://www.enjoei.com.br/p/capinha-iphone-14-pro-max-off-white-146406611?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=18,0,,20260710,eletronicos
caixa de som jbl boombox 3 camuflada,R$ 2.989,,jbl,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMDY4NjU5Ny8wNzhiMDU2N2JmMGFmYTI0MDJlYTQ1NmMyNmFhYzg5Yi5qcGc,https://www.enjoei.com.br/p/caixa-de-som-jbl-boombox-3-camuflada-146261411?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=19,0,,20260710,eletronicos
caixa de som jbl boombox 3 camuflada,R$ 2.980,,jbl,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMDY4NjU5Ny80MzYyMGNlNTg2ZTY0MTBkN2Y5MjZlOWFmZGU0OGZiZi5qcGc,https://www.enjoei.com.br/p/caixa-de-som-jbl-boombox-3-camuflada-145966880?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=20,0,,20260710,eletronicos
jogo nioh ps4,R$ 78,R$ 78,sony-interactive-entertainment,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjgxMzA3OS85MmQyMmQxOTNhZWE4MDZhZjM1ODU2NWRjOGFhNjJlYS5qcGc,https://www.enjoei.com.br/p/jogo-nioh-ps4-145159536?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=21,2,barateou,20260710,eletronicos
rádio portátil hitachi transistor 8 wh-822h,R$ 500,R$ 500,hitachi,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84MzU3MDkwL2Y5NDk3NmMwOGI3ZjAzYmJkYTE1MTdlZGZkYmU1NmFlLmpwZw,https://www.enjoei.com.br/p/radio-portatil-hitachi-transistor-8-wh-822h-142313411?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=22,2,barateou,20260710,eletronicos
caixa vazia iphone 15 pro max,R$ 71,R$ 71,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMjEwMTg5My84MDNlYzYzM2E3ZDFlYjg2MTZiOTcyYjQ5MzYxOTI5Yi5qcGc,https://www.enjoei.com.br/p/caixa-vazia-iphone-15-pro-max-141410091?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=23,5,barateou,20260710,eletronicos
câmera lumix f100,R$ 2.000,R$ 2.000,panasonic,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzQxMDI5Ni83ZTk5MjAwM2MyZGZjMDM1ZjUzYWE4NzVmOGQ5MGEzYy5qcGc,https://www.enjoei.com.br/p/camera-lumix-f100-138461110?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=24,7,barateou,20260710,eletronicos
caixa vazia do iphone 13,R$ 70,R$ 70,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMTQ1OTAxOC85NjcxNTE3YjAxMmJjOTk4NzE3OGEyZWY5ZDlkMzJhMy5qcGc,https://www.enjoei.com.br/p/caixa-vazia-do-iphone-13-145158606?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=25,0,barateou,20260710,eletronicos
fone bluetooth s/ fio c/ estojo de carregamento,R$ 48,R$ 48,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81MjYyMTYyL2U1NjFjYTYyNWNkMzhjYzgyZjFkYjc2ZmI4MGIzMGVlLmpwZw,https://www.enjoei.com.br/p/fone-bluetooth-s-fio-c-estojo-de-carregamento-145029894?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=26,0,barateou,20260710,eletronicos
caixa original iphone 13 branca,R$ 500,R$ 500,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjU2NTU5NC8zODgzNWQ5N2UyZWU5Y2ZmZTMzMjZmMDFiYTE4NzRkNS5qcGc,https://www.enjoei.com.br/p/caixa-original-iphone-13-branca-142758097?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=27,2,barateou,20260710,eletronicos
apple tv original,R$ 190,R$ 190,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy83MzI2ODYxL2Y3NWRlNjBlMTdmNDFjNzQyZjE2ODgyMmIwN2M4MzdkLmpwZw,https://www.enjoei.com.br/p/apple-tv-original-138707903?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=28,3,barateou,20260710,eletronicos
pc gamer 3 meses de uso!!,R$ 4.279,R$ 4.279,pichau,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMjgyNDg3OS80YWNiOTIwYjAzNzk2YTE5ZGEwMmI2Mjk0OTUzYjVkNC5qcGc,https://www.enjoei.com.br/p/pc-gamer-3-meses-de-uso-146023474?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=29,2,3%,20260710,eletronicos
celular infinix hot 40i,R$ 550,R$ 550,infinix,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDg5OTQ1Mi82Y2E3ZWM3MGM1NDU4MWNiM2I4NDJmZWI4OGMwMzc4Ni5qcGc,https://www.enjoei.com.br/p/celular-infinix-hot-40i-145977664?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=37&rspix=30,1,3%,20260710,eletronicos
amiibo do sonic the hedgehog - super smash bros. series,R$ 250,R$ 250,amiibo nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNTI3ODc3MS84N2M2NzI4N2U3ZDVhZDZjM2I0ZmVhOGMxMzAzNjFhOS5qcGc,https://www.enjoei.com.br/p/amiibo-do-sonic-the-hedgehog-super-smash-bros-series-143949320?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=1,8,15%,20260710,eletronicos
caixa de som waaw preta,R$ 3.500,R$ 3.500,waaw,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjU1MjQ2OC84NWJiYmY2YmMzZjdiOWJlNzYyZWZhNTMwMTMyNWY4NC5qcGc,https://www.enjoei.com.br/p/caixa-de-som-waaw-preta-142620926?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=2,0,22%,20260710,eletronicos
iphone se 64gb branco,R$ 1.258,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMDY4NjU5Ny83ODU2ZDc4OWJhY2RiOTYxMmM5OGY4NjhiNTBmZjdiYS5qcGc,https://www.enjoei.com.br/p/iphone-se-64gb-branco-145967128?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=3,0,,20260710,eletronicos
caixa de som jbl boombox 3 camuflada,R$ 3.158,,jbl,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMDY4NjU5Ny84MDQxYzEwNjU0OTI0MWIxYWYyNDY4ZTU0YzEyNWE5OS5qcGc,https://www.enjoei.com.br/p/caixa-de-som-jbl-boombox-3-camuflada-145966733?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=4,1,,20260710,eletronicos
kit 4 escovas de cabelo vertix tangle teezer,R$ 250,R$ 250,vertix,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80ODEyMDkvM2QyNzkxNjdiMzUyNjE2Y2U4MThlMmMxNWZkYWI2YTguanBn,https://www.enjoei.com.br/p/kit-4-escovas-de-cabelo-vertix-tangle-teezer-145672461?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=5,0,6%,20260710,eletronicos
gabinete case cooler master masterbox td500 mesh argb lateral vidro temperado preto,R$ 600,R$ 600,case cooler master,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTgxNTkxMy8xYTY1MDM1ZDQ2NTg3ZWJlZDViODFhMzczN2VmNWY5Zi5qcGc,https://www.enjoei.com.br/p/gabinete-case-cooler-master-masterbox-td500-mesh-argb-lateral-vidro-temperado-preto-144724326?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=6,0,12%,20260710,eletronicos
"moto x4 5,2 fullhd 32gb 3gb 3000mah",R$ 970,R$ 970,moto,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTQwMDcyMS8xNzJmM2Y1MjdkNjg2MmE2ZjM1NzA2NjQ5YTc3MWJmMy5qcGc,https://www.enjoei.com.br/p/moto-x4-5-2-fullhd-32gb-3gb-3000mah-136252343?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=7,2,53%,20260710,eletronicos
jogo fight night round 4 ps3 cib gh,R$ 120,,ea sports,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjI5MTQzMC8yOTM2Mzk0OTU1NTY2MWVlZDYwNmI1MTA0NDJiMGQ0MS5qcGc,https://www.enjoei.com.br/p/jogo-fight-night-round-4-ps3-cib-gh-146389371?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=8,1,,20260710,eletronicos
teclado mecânico gamer logitech g pro tkl rgb,R$ 567,R$ 567,logitech,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy83Nzk5OTU4LzhlNDk3Mjk2MmZjYjM1MTc1MjFkYmI1NGUzZjMyY2FkLmpwZw,https://www.enjoei.com.br/p/teclado-mecanico-gamer-logitech-g-pro-tkl-rgb-143602366?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=9,6,20%,20260710,eletronicos
tablet tcl tab 10l gen 4 128gb,R$ 780,,tcl,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yODYzMDE5NC9jYTJhM2VmYTJiNTZlN2UyNTk3ZmViNGQ4Y2RkMDg1OS5qcGc,https://www.enjoei.com.br/p/tablet-tcl-tab-10l-gen-4-128gb-146359330?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=10,0,,20260710,eletronicos
caixa de som jbl boombox 3 camuflada,R$ 3.189,,jbl,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMDY4NjU5Ny84MzI2NjBhZGMwOGYxMDMzOTA3ZmIyMWU1MDE2YzczYi5qcGc,https://www.enjoei.com.br/p/caixa-de-som-jbl-boombox-3-camuflada-145966364?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=11,0,,20260710,eletronicos
case de camera xquanding caqui,R$ 150,R$ 150,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80ODUwNjYzLzIzMWFjYjE3OGFmZmQ2ZWFiOTI3OTE0ZDEwNDI3NWIzLmpwZw,https://www.enjoei.com.br/p/case-de-camera-xquanding-caqui-145654417?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=12,1,7%,20260710,eletronicos
iphone 11 64gb branco,R$ 1.000,R$ 1.000,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yOTUwOTYxMC9mYjcyYmY1NWQzMTA0MjQ3YmQ1ZWMwYWNlNmVjZWI3Mi5qcGc,https://www.enjoei.com.br/p/iphone-11-64gb-branco-144836243?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=13,3,6%,20260710,eletronicos
memória ram ddr4 8gb 2400mhz,R$ 560,R$ 560,sk hynix,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzkyODgzMS9iM2Y5MmU5NWNiMmFiYmU1MDllNGJmMDhlM2NkYzU0Zi5qcGc,https://www.enjoei.com.br/p/memoria-ram-ddr4-8gb-2400mhz-143935472?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=14,1,20%,20260710,eletronicos
caixa de som jbl boombox 3 camuflada,R$ 2.589,,jbl,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMDY4NjU5Ny8yMDAyYmJhNDYxMmUyNDFmY2FmNjJjNWFhYzJhZDJiMS5qcGc,https://www.enjoei.com.br/p/caixa-de-som-jbl-boombox-3-camuflada-146402790?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=15,0,,20260710,eletronicos
tablet samsung galaxy tab a6 (2016),R$ 450,,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85Mzg4NjA0L2QzNTA0OGJkYzQyN2E2NTM0YTQ3ZDJhNWViN2JkNTk4LmpwZw,https://www.enjoei.com.br/p/tablet-samsung-galaxy-tab-a6-2016-145872652?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=16,2,,20260710,eletronicos
blink500 b2 - microfone lapela sem fio p/ câmeras e celulares,R$ 600,R$ 600,saramonic,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NzkzOTA1LzBjMzNhYjk3NjY2OWE1ZjQzYzBkMjViZmYwMzUwYzY4LmpwZw,https://www.enjoei.com.br/p/blink500-b2-microfone-lapela-sem-fio-p-cameras-e-celulares-143416821?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=17,2,30%,20260710,eletronicos
celular samsung a05,R$ 455,R$ 455,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjU4MzgyMS9mYTVjNWE2YTc4MDY3NTIwZTIwYjEzMzg2ZTRjMjdmYS5qcGc,https://www.enjoei.com.br/p/celular-samsung-a05-142945628?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=18,0,22%,20260710,eletronicos
smartwatch samsung galaxy watch 7 lte,R$ 900,,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTc0ODQzNi8xMTZkM2RhMDgxNjA3OGU0MzMyZTFlYzE0ZDdkMDMzZS5qcGc,https://www.enjoei.com.br/p/smartwatch-samsung-galaxy-watch-7-lte-146372170?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=19,0,,20260710,eletronicos
capinha para iphone 12 marrom,R$ 21,R$ 21,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTI3OTAzNy9kZDY2MzJjNzMwZmI0ZTI5MmM5OWJmNTkwNDc2NzNhZi5qcGc,https://www.enjoei.com.br/p/capinha-para-iphone-12-marrom-145889642?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=20,0,19%,20260710,eletronicos
iphone xr 128gb branco,R$ 999,R$ 999,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNDkzMjI2NC83NzAwYjVmMDlmYmQ3YTU2OWU1ZTc5MTJmYmY5MTljYy5qcGc,https://www.enjoei.com.br/p/iphone-xr-128gb-branco-145677003?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=38&rspix=21,0,6%,20260710,eletronicos
