titulo,preco,preco_antigo,marca,tamanho,imagem,url,likes,tag,anomesdia_particao,categoria
teclado e mouse com fio caixas de som novos computador notebook monitor informática brinde mouse pad,R$ 200,R$ 200,vinik,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMjcyMTYvYmMyMzMwMWQzZjdjMGQ5MWVmZjBiY2E5MDY3OGVhNWMuanBn,https://www.enjoei.com.br/p/teclado-e-mouse-com-fio-caixas-de-som-novos-computador-notebook-monitor-informatica-brinde-mouse-pad-144051994?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=6,1,19%,20260710,eletronicos
kit 4 pulseiras apple watch 44mm,R$ 55,R$ 55,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzI1MTc3Ni82M2U0OGRkMzIxYjI3Mjg4MDc0OTU5MWVhM2EyNjMxYi5qcGc,https://www.enjoei.com.br/p/kit-4-pulseiras-apple-watch-44mm-141062955?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=7,2,15%,20260710,eletronicos
iphone 14 - 128g - 2 anos de uso,R$ 2.500,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNjU0OTMzMi83MGJiZWRiMWI2MjFhMTBlYTU1YmM3NDgyOTliZTNhZS5qcGc,https://www.enjoei.com.br/p/iphone-14-128g-2-anos-de-uso-146350074?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=8,1,,20260710,eletronicos
jogo mortal kombat ps3,R$ 85,,netherrealm-studios,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNzIxNzM1MS8yNDk0MWFkNTU1NGQzMDJkYTQ0MWJmOWUxYjFiNWExMi5qcGc,https://www.enjoei.com.br/p/jogo-mortal-kombat-ps3-146220093?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=9,0,,20260710,eletronicos
câmera canon eos rebel t5 preta,R$ 1.700,,canon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNzEwOTcxNi83ZDIzOTlmNjQyNjgwZWI2ZWJmMzU5YTc4NTg1ZGQ0Ny5qcGc,https://www.enjoei.com.br/p/camera-canon-eos-rebel-t5-preta-145380723?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=10,7,,20260710,eletronicos
ps3 little big planet 2 special edition,R$ 60,R$ 60,playstation,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMjU4MDMxMS9mM2NmMzI5MzNhYTcwNTc4ZTc5NDk5M2YzYWZmYTdjZi5qcGc,https://www.enjoei.com.br/p/ps3-little-big-planet-2-special-edition-144793915?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=11,1,17%,20260710,eletronicos
jogo original de playstation 2,R$ 68,R$ 68,ps2,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTE0NDI3NS9jNWViNTk3ZDZkMDVhNDEyMmYzMzMzNzgyOTE2MDFkMC5qcGc,https://www.enjoei.com.br/p/jogo-original-de-playstation-2-133579538?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=12,8,31%,20260710,eletronicos
fone de ouvido samsung original branco,R$ 39,R$ 39,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85MTI4MzMzLzU1NTdhYzAwOWU5NDQzNDA4YTc4ZDdjZWQwYzhiNzM5LmpwZw,https://www.enjoei.com.br/p/fone-de-ouvido-samsung-original-branco-145727649?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=13,0,10%,20260710,eletronicos
suporte de celular axolote rosa,R$ 39,R$ 39,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNjQxNTk4Ni9jZDc3YjUzYTgzODUzNTFhODQ5YzFmODU5ZWRiZmEwMy5qcGc,https://www.enjoei.com.br/p/suporte-de-celular-axolote-rosa-144445955?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=14,0,23%,20260710,eletronicos
mini prancha de cabelo ionica rosa,R$ 35,R$ 35,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjA1Mzk2OS9jNTQzYTM3OWYyYzQ5YjYxNjhiNzRlNDNiZTRkM2NiMy5qcGc,https://www.enjoei.com.br/p/mini-prancha-de-cabelo-ionica-rosa-144428414?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=15,0,20%,20260710,eletronicos
apple pencil usb-c,R$ 750,,apple,1 tb,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTMzODU3MS8xYjZhNDcxMzFkNTI2MWMzYTc3MjU2Yzk5OTI1YTNiYi5qcGc,https://www.enjoei.com.br/p/apple-pencil-usb-c-146111296?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=16,1,,20260710,eletronicos
câmera wifi preta,R$ 30,R$ 30,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85MzA4MDQ5L2FkZjhmMDEwMjAwZGQ0OTQyNzRhMTU5OTA4YzUyOThlLmpwZw,https://www.enjoei.com.br/p/camera-wifi-preta-144231192?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=17,1,17%,20260710,eletronicos
alça de segurança trançada,R$ 25,R$ 25,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85NjE1NDQxLzQ2Mjg1ZGM3NTRkMTQxYzVkNzc0NDg0MTBiYTgyZjdjLmpwZw,https://www.enjoei.com.br/p/alca-de-seguranca-trancada-145716951?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=18,0,8%,20260710,eletronicos
escova de cabelo hotel airelles preta,R$ 20,R$ 20,airelles,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy83Mjk1MTMzLzkwMDY2NDZjOWZkYWRmYzVmYzc5ZjY4NWU3MTM4MDk4LmpwZw,https://www.enjoei.com.br/p/escova-de-cabelo-hotel-airelles-preta-145631139?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=19,0,10%,20260710,eletronicos
babyliss mallory style 21,R$ 60,R$ 60,mallory,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMDIyMDQ3LzFiNWRmODA3NzZiN2JjZjQ5ZWQ3NzNkMWQyMjk0OTRiLmpwZw,https://www.enjoei.com.br/p/babyliss-mallory-style-21-144978404?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=20,3,13%,20260710,eletronicos
detector de monóxido de carbono,R$ 19,R$ 19,generic,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNDAxNzE3Mi82MTU4Yjk2MWVkYzJmZTMxMjkzZmRlOWZhMDk1YTA1Ni5qcGc,https://www.enjoei.com.br/p/detector-de-monoxido-de-carbono-145424326?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=21,0,16%,20260710,eletronicos
carregador de tomada preto,R$ 15,R$ 15,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zODE4MDY1My82NTM1ZmM0NzM4OGQ5ZmUyMDdjODg5NmE0MzU4MDUzZC5qcGc,https://www.enjoei.com.br/p/carregador-de-tomada-preto-145411214?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=22,0,20%,20260710,eletronicos
cabo usb para celular tipo c rápido maketech branco,R$ 21,R$ 21,maketech,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMTg2NDQxNC8xNWMwMjRlMDgzYmRjYjNlYjczNjllOTlhYzVhN2FmYy5qcGc,https://www.enjoei.com.br/p/cabo-usb-para-celular-tipo-c-rapido-maketech-branco-144434046?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=23,0,29%,20260710,eletronicos
mouse gamer keliou jw189 preto,R$ 20,R$ 20,keliou,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjcwNzEwOS8zYzMwNzhkYzFiZmQ5NGY3OWNmM2RmNTQ3NTI5Mjc5Zi5qcGc,https://www.enjoei.com.br/p/mouse-gamer-keliou-jw189-preto-144316021?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=24,0,15%,20260710,eletronicos
the elder scrolls online - playstation 4,R$ 25,R$ 25,bethesda,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDIxNTIwNy9mN2M2NjJiM2IyNDYzNmQ3OTNkOTdjODA4NDE0MmNlNi5qcGc,https://www.enjoei.com.br/p/the-elder-scrolls-online-playstation-4-127528277?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=25,1,44%,20260710,eletronicos
xbox 360 250gb com kinect e 35 jogos,R$ 999,,microsoft,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjUyNDk4NS9iODE4ZDU1MTY4ZjIyYmMzMDRkMWU3NjQ3MzI5YmI4OC5qcGc,https://www.enjoei.com.br/p/xbox-360-250gb-com-kinect-e-35-jogos-146398234?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=26,0,,20260710,eletronicos
jogo forza motorsport 4 xbox 360,R$ 90,R$ 90,microsoft,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjY4MzA1NC9lYjg0YjY0NjViNDcwODgxMjZhNDhmNWIxMzc4MGU0YS5qcGc,https://www.enjoei.com.br/p/jogo-forza-motorsport-4-xbox-360-145752297?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=27,2,7%,20260710,eletronicos
scooby-doo! first frights nintendo ds 3ds,R$ 90,,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzE1MTgyOC8xZmViMGZmOGFkMGI2ODI2MTM4OWY3ZjMwNTcyYTA5Mi5qcGc,https://www.enjoei.com.br/p/scooby-doo-first-frights-nintendo-ds-3ds-144813507?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=28,3,,20260710,eletronicos
macbook air  2017 modelo a1466 de 13 polegadas,R$ 1.900,R$ 1.900,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNTg4ODMyMi8wM2FhZGNjZWMwZWI2MjZiNGI2MmM0MWU2MGFiNWM4Yy5qcGc,https://www.enjoei.com.br/p/macbook-air-2017-modelo-a1466-de-13-polegadas-143286781?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=29,2,barateou,20260710,eletronicos
capa protetora magnética transparente iphone,R$ 49,R$ 49,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDY2ODMzNy8zY2UxN2FmYmM4YWJmMzFjN2ViYTcyNWU0OTkzNGIwMS5qcGc,https://www.enjoei.com.br/p/capa-protetora-magnetica-transparente-iphone-142466363?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=35&rspix=30,0,barateou,20260710,eletronicos
apple watch serie 8 branco,R$ 1.950,R$ 1.950,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy82MzUzMzY0LzBiZWJjMmU5NDEzZTFmMDEzYzQwMzlkYjQwZDZkYTc1LmpwZw,https://www.enjoei.com.br/p/apple-watch-serie-8-branco-142652400?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=1,1,barateou,20260710,eletronicos
xbox one s branco com 1 controle,R$ 1.000,,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNjExODk1Ni82OTA2Y2VmM2E5MmM1OTRkYjM2NjhiNDM4M2Q4ODMzMi5qcGc,https://www.enjoei.com.br/p/xbox-one-s-branco-com-1-controle-146406462?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=2,2,,20260710,eletronicos
the sims 3 coleção de objetos suíte de luxo,R$ 80,,eletronic arts,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNjE3OTA5MC81NDczZWZlZGIzMGZkNzhiNWI1ZjlhZDg3OTJmMDhjNC5qcGc,https://www.enjoei.com.br/p/the-sims-3-colecao-de-objetos-suite-de-luxo-145752286?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=3,0,,20260710,eletronicos
celular samsung galaxy z flip 7 256gb preto,R$ 4.512,,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTAxMDM0MC8xMDQyOTQwZjI3OTljNjIyNDQ2ODRjYzJmNTU5OTUyMS5qcGc,https://www.enjoei.com.br/p/celular-samsung-galaxy-z-flip-7-256gb-preto-146372211?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=4,0,,20260710,eletronicos
airpods 4 com cancelamento de ruído com garantia da apple novo ! sem uso,R$ 1.100,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk3NTQxMC8wYTQzMWVkY2JkZGYwMDQzN2NmYmIwMDQ0MjkzODcwMC5qcGc,https://www.enjoei.com.br/p/airpods-4-com-cancelamento-de-ruido-com-garantia-da-apple-novo-sem-uso-145265017?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=5,5,,20260710,eletronicos
rádio lelong fm/mw/sw1-8/tv12 bands receiver,R$ 150,R$ 150,lelong,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85MzE3NjAvMjAyN2U5YjQzYWY0ODBiYjMwMTEzZWE4M2I3MDU4MTYuanBn,https://www.enjoei.com.br/p/radio-lelong-fm-mw-sw1-8-tv12-bands-receiver-144694435?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=6,1,16%,20260710,eletronicos
xbox series s 512gb branco,R$ 2.000,,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81MDM1Nzg4LzkzZjliMWQzMTVlMWFlM2Q1NGE1MzdkOGU5ZDhiOGNjLmpwZw,https://www.enjoei.com.br/p/xbox-series-s-512gb-branco-145538277?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=7,8,,20260710,eletronicos
fone de ouvido preto com fio,R$ 40,R$ 40,le long,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMDY1MTE5Ny9jYThhZmI5OTAyZTcwM2UxZDYzOGMyMTM3ZjAzZDg3MC5qcGc,https://www.enjoei.com.br/p/fone-de-ouvido-preto-com-fio-141654461?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=8,0,barateou,20260710,eletronicos
baralho copag 157 azul (edição 100 anos),R$ 15,R$ 15,copag,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85ODczOTcvMTI2YThmMDRmNzE0NDRiMDAxZTVlZmJmNWM0YmIxN2IuanBn,https://www.enjoei.com.br/p/baralho-copag-157-azul-edicao-100-anos-132491360?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=9,4,27%,20260710,eletronicos
"iphone 14 128gb meia noite
saúde da bateria 82%",R$ 2.786,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy83MzYxNzAxLzBlZjkzZTZiNjc2MzNlMTk3YTgxMTRjZjkxZmJjNjYxLmpwZw,https://www.enjoei.com.br/p/iphone-14-128gb-meia-noite-saude-da-bateria-82-146406616?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=10,0,,20260710,eletronicos
fone de ouvido branco com fio,R$ 40,R$ 40,le long,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMDY1MTE5Ny9mYjk4MTQ3N2UyZDMzZDAzMDYwYTdlOGMzOTAwZjlhOS5qcGc,https://www.enjoei.com.br/p/fone-de-ouvido-branco-com-fio-141654422?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=11,0,barateou,20260710,eletronicos
jogo de dominó polokin  double six (28 peças),R$ 18,R$ 18,jogo de dominó,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85ODczOTcvNTk1M2VhYTEzNmEyOWM5YmJlNmRjOGFjNTUwNGVmZjYuanBn,https://www.enjoei.com.br/p/jogo-de-domino-polokin-double-six-28-pecas-132400402?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=12,7,28%,20260710,eletronicos
controle sem fio 8bitdo ultimate c 2.4g wireless,R$ 186,R$ 186,8bitdo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMjk3NzEyNi9kMzM0NzMxMjM5Mjc2ODc0Yzc5MTEwN2JjOGJkYzI5NS5qcGc,https://www.enjoei.com.br/p/controle-sem-fio-8bitdo-ultimate-c-2-4g-wireless-145518514?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=13,9,6%,20260710,eletronicos
capa iphone 17 pro max couro cinza,R$ 250,R$ 250,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzEwNjU5OC85MjM3NDkzOThjNWIyMDRjMmZjMDgzNjQ0MGQ5ZTgyNS5qcGc,https://www.enjoei.com.br/p/capa-iphone-17-pro-max-couro-cinza-145337228?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=14,0,barateou,20260710,eletronicos
celular samsung galaxy a15,R$ 1.400,R$ 1.400,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNzI0NTI3OS85N2RhNTkzYzEyMzQwYjEyYTViZjg1N2NlMmMxY2E4ZS5qcGc,https://www.enjoei.com.br/p/celular-samsung-galaxy-a15-145035052?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=15,1,50%,20260710,eletronicos
nintendo 3ds aqua blue,R$ 750,,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjkxMDc1NC9hN2YyZDZmY2YyMzJkYTAxMDNmZDZmNjlmY2UyODZjYS5qcGc,https://www.enjoei.com.br/p/nintendo-3ds-aqua-blue-146373787?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=16,0,,20260710,eletronicos
jogo ps3 high school musical 3 original,R$ 35,R$ 35,"ps3,",,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81ODg4NjQ1LzE0OTRmYWZhYzQzNWEzNDgwZjAyMmIyNTg0MjlkZDVlLmpwZw,https://www.enjoei.com.br/p/jogo-ps3-high-school-musical-3-original-145390640?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=17,2,barateou,20260710,eletronicos
airpods pro primeira geração com estojo de recarga sem fio,R$ 1.000,R$ 1.000,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMTg1NTQ2My8zMTlmNjAyNzZlMTM2YTlmMDMwODJkZTI0MWViMjk5ZC5qcGc,https://www.enjoei.com.br/p/airpods-pro-primeira-geracao-com-estojo-de-recarga-sem-fio-142822378?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=18,7,barateou,20260710,eletronicos
bitzee disney,R$ 300,R$ 300,disney,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTkwODM0NC83NTMxMGVlZjBhNTM5MWE1MmZiOTVjZDM0MWVkYjU5YS5qcGc,https://www.enjoei.com.br/p/bitzee-disney-136072218?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=19,2,barateou,20260710,eletronicos
jogo ps3 stara wars the force unleashed,R$ 90,R$ 90,playstation,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My8zMDRjOTYyY2MxZDRhMDk3N2RhZmI0ZjdiZDQ3Y2Q4Zi5qcGc,https://www.enjoei.com.br/p/jogo-ps3-stara-wars-the-force-unleashed-145629112?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=20,1,barateou,20260710,eletronicos
cartucho supernintendo,R$ 240,R$ 240,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My82MTMxODRmMThiOThmMjg4MDRhYjg1ODI2YjNkYzZkNy5qcGc,https://www.enjoei.com.br/p/cartucho-supernintendo-145628849?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=21,0,barateou,20260710,eletronicos
midia xbox raqinbow six 3,R$ 89,R$ 89,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My9kNThjZDhkZGJjMTFkOGI4MjFmZTIwYjA2Yzg5M2VjZC5qcGc,https://www.enjoei.com.br/p/midia-xbox-raqinbow-six-3-145624276?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=22,1,barateou,20260710,eletronicos
mini amplificador le - 704,R$ 99,R$ 99,lelong,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My9iOTAzNmM1MWUxMWQ3M2Q2YWZkZmEwZDMwOTI4YzAxZS5qcGc,https://www.enjoei.com.br/p/mini-amplificador-le-704-145623589?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=23,5,barateou,20260710,eletronicos
midia jogo ps4 fifa 16,R$ 89,R$ 89,playstation,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My83NzM0N2VhYTVjZWIxOWYwZDg3YWQ1MjA0MWZiY2UwMS5qcGc,https://www.enjoei.com.br/p/midia-jogo-ps4-fifa-16-145621301?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=24,0,barateou,20260710,eletronicos
midia ps3 grand theft auto iv,R$ 99,R$ 99,playstation,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My8wYzE2MGRjZTg5MWI2MDI5MThkMzhiYzcwYTliYjY5YS5qcGc,https://www.enjoei.com.br/p/midia-ps3-grand-theft-auto-iv-145616147?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=25,1,barateou,20260710,eletronicos
midia do jogo wii lego indiana jones 2,R$ 99,R$ 99,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My8xYWZmOTQ5ODBhMDQyZWMzMWIwZjdmODU3ZGNhNjhiZC5qcGc,https://www.enjoei.com.br/p/midia-do-jogo-wii-lego-indiana-jones-2-145611932?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=26,0,barateou,20260710,eletronicos
midia xbnox 360 power up heroes,R$ 80,R$ 80,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzk4Mjk3My8xOTAxYzBmMjQ4MzM0MGQ0M2M2Mzc1NTQ2YWMxNWE4MC5qcGc,https://www.enjoei.com.br/p/midia-xbnox-360-power-up-heroes-145610600?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=27,0,barateou,20260710,eletronicos
smartwatch amazfit stratos gps natação triathlon 5atm lacrado,R$ 1.050,R$ 1.050,amazfit,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTE3NzI1MC9lZmRiMzE0M2Q4YWY2OGE5MzFkNGFmODcyOThjZjMzZC5qcGc,https://www.enjoei.com.br/p/smartwatch-amazfit-stratos-gps-natacao-triathlon-5atm-lacrado-144681442?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=36&rspix=28,5,barateou,20260710,eletronicos
